StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q6,Read,Read Justification,Build,Build Justification,Paint,Paint Justification,Talk,Talk Justification,Zerpie,Zerpie Justification,Learn,Learn Justification,Eat,Eat Justification,Dance,Dance Justification,Attention Check 1,Attention Check 2,Reflection,Age,Gender,Race,Language,PROLIFIC_PID,FL_21_DO,ExperimentalSession-Read_DO,ExperimentalSession-Build_DO,ExperimentalSession-Paint_DO,ExperimentalSession-Talk_DO,ExperimentalSession-Zerpie_DO,ExperimentalSession-Learn_DO,ExperimentalSession-Eat_DO,ExperimentalSession-Dance_DO,AC1_DO,AC2_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your Prolific ID here:,Were you able to watch and listen to the video?,Which room should Ryan read a book in?,Why did you choose this room?,Which room should Ryan build a tower in?,Why did you choose this room?,Which room should Ryan paint a picture in?,Why did you choose this room?,Which room should Ryan talk to his friend in?,Why did you choose this room?,Which room should Ryan learn Zerpie in?,Why did you choose this room?,Which room should Alex learn the letters of the alphabet in?,Why did you choose this room?,Which room should Ryan eat lunch in?,Why did you choose this room?,Which room should Ryan dance in?,Why did you choose this room?,"Based on the following text, what would you say is your favorite animal? There are thousands of possible choices of favorite animals, and your favorite animal may or may not have made this list. Please select Fish so we know you are paying attention.",What is the name of the child in this game?,What do you think this study was about?,What is your age?,What is your gender?,What is your race?,What percentage of time to you speak/hear English?,PROLIFIC_PID,FL_21 - Block Randomizer - Display Order,Experimental Session - Read - Display Order,Experimental Session - Build - Display Order,Experimental Session - Paint - Display Order,Experimental Session - Talk - Display Order,Experimental Session - Zerpie - Display Order,Experimental Session - Learn - Display Order,Experimental Session - Eat - Display Order,Experimental Session - Dance - Display Order,AC1 - Display Order,AC2 - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID6""}","{""ImportId"":""QID29""}","{""ImportId"":""QID51_TEXT""}","{""ImportId"":""QID84""}","{""ImportId"":""QID85_TEXT""}","{""ImportId"":""QID92""}","{""ImportId"":""QID93_TEXT""}","{""ImportId"":""QID100""}","{""ImportId"":""QID101_TEXT""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109_TEXT""}","{""ImportId"":""QID116""}","{""ImportId"":""QID117_TEXT""}","{""ImportId"":""QID124""}","{""ImportId"":""QID125_TEXT""}","{""ImportId"":""QID132""}","{""ImportId"":""QID133_TEXT""}","{""ImportId"":""QID9""}","{""ImportId"":""QID134""}","{""ImportId"":""QID40_TEXT""}","{""ImportId"":""QID1_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID2""}","{""ImportId"":""QID4_TEXT""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""FL_21_DO""}","{""ImportId"":""BL_8Icmuyha73MFBhY_DO""}","{""ImportId"":""BL_1UnvpeFfKn4mEfA_DO""}","{""ImportId"":""BL_cYcsSPCoM17pjy6_DO""}","{""ImportId"":""BL_a625Mt1LzTeFlAi_DO""}","{""ImportId"":""BL_eEydgdQKJxqrl3w_DO""}","{""ImportId"":""BL_032XxARULzrUaUe_DO""}","{""ImportId"":""BL_eVzNNjtvRxiAr8q_DO""}","{""ImportId"":""BL_2hqxZbZ1D4qyGJU_DO""}","{""ImportId"":""BL_3eLO8kv74VBlZNI_DO""}","{""ImportId"":""BL_bsA0GEQONHC9QhM_DO""}"
2021-09-21 18:09:03,2021-09-21 18:20:07,IP Address,201.145.221.232,100,663,True,2021-09-21 18:20:08,R_33vBldHizneUqXd,,,,,19.653106689453125,-99.22119903564453125,anonymous,EN,6144ab1c8dd6027f4bea1ad7,Yes,A,its more peaceful,A,sounds there are little kids who can destroy te tower,A,sounds there's more people who can provide feedback,B,its quieter,A,its seems in B they have a toast,A,its quieter,A,people in there sound more friendly,A,sounds people in that room would enjoy some music,Fish,Ryan,comprehension of different scenarios and desicion making,21,Male,Hispanic/Latinx,60%,,ExperimentalSession-Talk|ExperimentalSession-Zerpie|ExperimentalSession-Learn|ExperimentalSession-Dance|AC1|ExperimentalSession-Read|ExperimentalSession-Paint|ExperimentalSession-Eat|ExperimentalSession-Build|AC2,Explanation|10|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|15|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:15:21,2021-09-21 18:22:56,IP Address,68.133.59.95,100,455,True,2021-09-21 18:22:56,R_urzjmFvbm1r4OtP,,,,,42.7602996826171875,-78.753997802734375,anonymous,EN,614a608da0d60189c41a29b1,Yes,B,Quiet background,B,Less background noise,A,Randomly selected,B,"Audio was louder ",B,Cultural difference,B,Randomly selected,B,Randomly selected,B,I likes the wall color better,Fish,Ryan,"Audio of experience or diversity of Ryan’s friends ",29,Female,Caucasian/White,100,,ExperimentalSession-Talk|ExperimentalSession-Zerpie|AC2|ExperimentalSession-Build|ExperimentalSession-Paint|AC1|ExperimentalSession-Dance|ExperimentalSession-Eat|ExperimentalSession-Read|ExperimentalSession-Learn,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:21:37,2021-09-21 18:33:19,IP Address,70.129.56.80,100,701,True,2021-09-21 18:33:19,R_3EiEXQ7xy6e50nB,,,,,38.697601318359375,-90.3603973388671875,anonymous,EN,614916e0f79d57a57bd220f3,Yes,B,seemed like a better choice,B,red is a more appealing color,A,i like the color of room A,B,the girl in room b seemed like a friend I know,B,the 2nd choice is always better,A,red is more appealing,B,the 2nd room was fancy,B,the lady seemed nicer in room B,Dog,Ryan,I thought it was really interesting,35,Male,African American/Black,100,,ExperimentalSession-Zerpie|ExperimentalSession-Eat|AC2|ExperimentalSession-Build|ExperimentalSession-Paint|ExperimentalSession-Read|AC1|ExperimentalSession-Dance|ExperimentalSession-Learn|ExperimentalSession-Talk,Explanation|5|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|20|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:25:20,2021-09-21 18:36:51,IP Address,68.59.90.232,100,691,True,2021-09-21 18:36:52,R_12PcEDw5wMEKt79,,,,,30.3990936279296875,-84.329803466796875,anonymous,EN,6147d5bd99ebf8718931bf40,Yes,A,I think it is better for Ryan to read in a room with other people his age.,B,It sounded as though children were playing with blocks in this room.,A,The walls were painted so it might be a better environment to paint in.,A,I chose this room because it seemed a little quieter to talk.,B,This room seems like a quieter and better environment to learn a new language.,B,Room B seemed like a slightly quieter room to be able to concentrate in.,B,"I couldn't choose between rooms, they were both the same environment.",B,"It was a quieter, less crowded room where Ryan would be able to play his music easier.",Fish,Ryan,If people's preferences for room were made on a racial bias.,19,Female,Caucasian/White,100%,,ExperimentalSession-Read|ExperimentalSession-Paint|ExperimentalSession-Dance|ExperimentalSession-Eat|AC2|ExperimentalSession-Talk|ExperimentalSession-Zerpie|ExperimentalSession-Learn|ExperimentalSession-Build|AC1,Explanation|25|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:30:55,2021-09-21 18:38:58,IP Address,108.35.213.84,100,482,True,2021-09-21 18:38:58,R_2PooSz78odA9qrz,,,,,40.788604736328125,-74.16339874267578125,anonymous,EN,613a3365c9a6a2cd5caccb91,Yes,B,green is a nice color wallpaper,A,"blue is more fitting ",A,love the purple,B,"she seems like a good friend ",B,"diversity ",B,she seemed nice,A,diversity,A,"Indian dancing is cool ",Fish,Ryan,racism?,21,Female,Caucasian/White,100%,,ExperimentalSession-Zerpie|ExperimentalSession-Dance|ExperimentalSession-Build|ExperimentalSession-Eat|ExperimentalSession-Read|AC1|ExperimentalSession-Learn|AC2|ExperimentalSession-Paint|ExperimentalSession-Talk,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:31:02,2021-09-21 18:40:46,IP Address,201.138.46.229,100,584,True,2021-09-21 18:40:46,R_1Hk2hJiIMhYDfTb,,,,,19.183502197265625,-96.14769744873046875,anonymous,EN,60db47093e2683c0a02d1541,Yes,A,"Because its less noisy ",A,"Quiet room ",A,"Less noise ",B,quiet,B,Quiet room,A,More silent,A,"Seems quieter ",B,The color of the room,Fish,Ryan,"Child behaviors in noisy rooms  ",23,Male,Hispanic/Latinx,70,,ExperimentalSession-Dance|ExperimentalSession-Eat|AC1|ExperimentalSession-Zerpie|ExperimentalSession-Paint|ExperimentalSession-Read|ExperimentalSession-Build|ExperimentalSession-Learn|ExperimentalSession-Talk|AC2,Explanation|5|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|5|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:31:24,2021-09-21 18:41:41,IP Address,69.76.232.78,100,616,True,2021-09-21 18:41:41,R_6KjX13hifVT7FoB,,,,,38.8596954345703125,-94.661102294921875,anonymous,EN,613aabf80c04d8e5d776a61b,Yes,A,"I think it is more beneficial to read a book in a quieter room ",A,"Because i think he would enjoy more building a tower in the room where there are more kids ",A,"I think he would have more fun painting a picture in room A because of the noises i was hearing ",A,He could talk in a nice low voice telling his friend about the show he likes instead of having to shout in the 2nd room where there is too much noise,B,I would imagine it would be better for him to learn a language in a room that is quieter instead of chaos,A,Because it was relatively quiet in the 1st room and too much noise in the 2nd,A,"I would like Ryan to go to room A because being a muslim i would be more biased to the muslim girl in the room ",B,I feel more comfortable to send Ryan to the room where the lady was from a mixed ethnic background,Fish,Ryan,"Which room should Ryan go to based on the different things he wants to do ",34,Female,Asian American/Pacific Islander,85,,ExperimentalSession-Learn|ExperimentalSession-Build|ExperimentalSession-Talk|ExperimentalSession-Dance|ExperimentalSession-Paint|AC1|ExperimentalSession-Eat|ExperimentalSession-Zerpie|ExperimentalSession-Read|AC2,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|5|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:33:33,2021-09-21 18:44:10,IP Address,165.166.166.64,100,637,True,2021-09-21 18:44:10,R_yQsPZ8HpY8AP2OB,,,,,33.9980010986328125,-81.029998779296875,anonymous,EN,6149471fe209bfec53e1ed60,Yes,A,the left woman looked like a teacher. Reading with a teacher is better because Ryan will be more focused.,B,The person on the right seems smarter and more knowledgeable in tower building.,B,It just felt right. The lady on the right seemed happier.,B,I like the color blue on the wall.,A,She offered first.,A,I personally think that younger teachers are better than older ones.,A,Eating with new people that are of a different culture is good for being a well rounded person.,B,The girl on the right seemed like a better dancer.,Fish,Ryan,"I think this study was about making decisions based on age, race, or culture.",18,Male,Caucasian/White,97,,ExperimentalSession-Paint|ExperimentalSession-Zerpie|ExperimentalSession-Eat|ExperimentalSession-Build|ExperimentalSession-Talk|ExperimentalSession-Read|AC1|AC2|ExperimentalSession-Learn|ExperimentalSession-Dance,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:40:14,2021-09-21 18:47:53,IP Address,128.119.202.104,100,458,True,2021-09-21 18:47:53,R_yHJ092Ib9GigUuJ,,,,,42.389404296875,-72.52649688720703125,anonymous,EN,61474a17f798ccc4e40383da,Yes,A,More kids are quiet there,A,other children are building blocks in that room so it would be more considerate to go there instead of B,B,"There's almost no sound, which probably means the others won't mind him painting",A,It's considered more polite to chat in this room where people are talking,A,"There's slightly more noise in B, so A is better for concentration",A,More quiet=better concentration,A,"Lunch is usually accompanied by talking, so probably the noisier room",B,It's quieter so you can learn to dance better,Fish,Ryan,"I think it was about measuring social cues in children since they have to take consideration of what's going on in each room. For example, more noise probably means that louder activities are okay.",20,Female,Asian American/Pacific Islander,100,,ExperimentalSession-Talk|ExperimentalSession-Dance|AC2|ExperimentalSession-Learn|ExperimentalSession-Build|ExperimentalSession-Read|ExperimentalSession-Eat|ExperimentalSession-Paint|ExperimentalSession-Zerpie|AC1,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification,Attention Check 1,Attention Check 2
2021-09-21 18:39:02,2021-09-21 18:48:11,IP Address,24.11.242.28,100,548,True,2021-09-21 18:48:11,R_R45rnQpLewDPsBP,,,,,36.2194976806640625,-86.7740020751953125,anonymous,EN,614920d4e7ca7a4887bcb227,Yes,B,It seems quiet and calm,A,His tower would get knocked over in room B,A,The room is lively and the commotion can be good inspiration for painting,A,Room B's paint is very bright and distracting,A,having conversation is the best way to learn a language and that requires people,A,"It's quiet and the teacher seems knowledgeable ",B,lunch is a time to rest and the colors and sounds are soothing,B,"The girl who opened the door looks like she knows how to dance and would join him. ",Fish,Ryan,10/10,29,Female,Caucasian/White,90%,,ExperimentalSession-Read|ExperimentalSession-Dance|AC2|ExperimentalSession-Paint|AC1|ExperimentalSession-Zerpie|ExperimentalSession-Learn|ExperimentalSession-Build|ExperimentalSession-Eat|ExperimentalSession-Talk,Explanation|20|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|5|Dance|Dance Justification,Attention Check 1,Attention Check 2
